normalized_artists,normalized_title,source_position,video_id,video_url,original_artists,original_title,album,duration_seconds,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,tempo,time_sig,key_of,mode,open_key,danceability,acousticness,match_score,match_status
Twelve Titans Music,Ten Thousand Times Before,784,K_IOd7IUglY,https://music.youtube.com/watch?v=K_IOd7IUglY,Twelve Titans Music,Ten Thousand Times Before,Ascend the Starless Sky,228,jYxgRy,Ten Thousand Times Before,Twelve Titans Music,https://getsongbpm.com/song/ten-thousand-times-before/jYxgRy,111,4/4,Dm,minor,12m,17,50,0.9429,matched
Bloodbath,Chainsaw Lullaby,785,04U4GjeuUIg,https://music.youtube.com/watch?v=04U4GjeuUIg,Bloodbath,Chainsaw Lullaby,The Arrow of Satan is Drawn,200,qQKAqp,Chainsaw Lullaby,Bloodbath,https://getsongbpm.com/song/chainsaw-lullaby/qQKAqp,130,4/4,C,major,1d,36,1,1.0000,matched
Rivers of Nihil,Capricorn / Agoratopia,786,2pjeaFlB-Jo,https://music.youtube.com/watch?v=2pjeaFlB-Jo,Rivers of Nihil,Capricorn / Agoratopia,Where Owls Know My Name,471,QkDQMq,Capricorn / Agoratopia,Rivers of Nihil,https://getsongbpm.com/song/capricorn-agoratopia/QkDQMq,110,4/4,A,major,4d,43,1,1.0000,matched
Frank Sinatra,Strangers In The Night,787,BTOeRwIUnG0,https://music.youtube.com/watch?v=BTOeRwIUnG0,Frank Sinatra,Strangers In The Night,Strangers In The Night (Expanded Edition),158,NjAK8,Strangers in the Night,Frank Sinatra,https://getsongbpm.com/song/strangers-in-the-night/NjAK8,80,4/4,F,major,12d,23,64,0.9904,matched
Godsmack,Serenity,793,GxAvNgOVQNE,https://music.youtube.com/watch?v=GxAvNgOVQNE,Godsmack,Serenity,Faceless,275,nGj9R,Serenity,Godsmack,https://getsongbpm.com/song/serenity/nGj9R,110,4/4,F♯m,minor,4m,70,3,1.0000,matched
Foreigner,Starrider,796,UNkwrKjYUmo,https://music.youtube.com/watch?v=UNkwrKjYUmo,Foreigner,Starrider,Foreigner (Expanded),243,k5xMx,Starrider,Foreigner,https://getsongbpm.com/song/starrider/k5xMx,145,4/4,C,major,1d,39,4,0.9904,matched
Rag'n'Bone Man,Human,797,52vehHn8KfQ,https://music.youtube.com/watch?v=52vehHn8KfQ,Rag'n'Bone Man,Human,Human,200,nR1JgR,Human,Rag'n'Bone Man,https://getsongbpm.com/song/human/nR1JgR,76,4/4,A♯m,minor,8m,61,40,1.0000,matched
Adele,Hello,800,Ei8UnOPJX7w,https://music.youtube.com/watch?v=Ei8UnOPJX7w,Adele,Hello,25,296,Z8wOkE,Hello,Adele,https://getsongbpm.com/song/hello/Z8wOkE,78,4/4,Fm,minor,9m,49,34,1.0000,matched
Conchita Wurst,Pure,802,dS3Y4_H87OM,https://music.youtube.com/watch?v=dS3Y4_H87OM,Conchita Wurst,Pure,Conchita,238,RO4Enq,Pure,Conchita Wurst,https://getsongbpm.com/song/pure/RO4Enq,184,3/4,D♯m,minor,7m,26,58,1.0000,matched
Conchita Wurst,Firestorm,803,jUJ9-BUg9s4,https://music.youtube.com/watch?v=jUJ9-BUg9s4,Conchita Wurst,Firestorm,Conchita,224,Qn3Dml,Firestorm,Conchita Wurst,https://getsongbpm.com/song/firestorm/Qn3Dml,122,4/4,F♯,major,7d,70,3,1.0000,matched
Conchita Wurst,Colours of Your Love,804,UmCiX3PsBZs,https://music.youtube.com/watch?v=UmCiX3PsBZs,Conchita Wurst,Colours of Your Love,Conchita,213,MwYygA,Colours of Your Love,Conchita Wurst,https://getsongbpm.com/song/colours-of-your-love/MwYygA,125,4/4,Dm,minor,12m,58,31,1.0000,matched
Clawfinger,Nigger,805,Ln8dxzCkACg,https://music.youtube.com/watch?v=Ln8dxzCkACg,Clawfinger,Nigger,Deaf Dumb Blind,228,mQ54O,Nigger,Clawfinger,https://getsongbpm.com/song/nigger/mQ54O,94,4/4,D,major,3d,58,3,1.0000,matched
Deftones,Cherry Waves,810,jtBmowJLc94,https://music.youtube.com/watch?v=jtBmowJLc94,Deftones,Cherry Waves,Saturday Night Wrist,318,rkqnwW,Cherry Waves,Deftones,https://getsongbpm.com/song/cherry-waves/rkqnwW,123,4/4,D,major,3d,47,1,1.0000,matched
Rivers of Nihil,The Silent Life,811,Ya-w5Qx1tzc,https://music.youtube.com/watch?v=Ya-w5Qx1tzc,Rivers of Nihil,The Silent Life,Where Owls Know My Name,395,GRpD0Q,The Silent Life,Rivers of Nihil,https://getsongbpm.com/song/the-silent-life/GRpD0Q,99,4/4,C♯m,minor,5m,44,1,1.0000,matched
The Doors,You're Lost Little Girl,823,ZuWqrBaq9xE,https://music.youtube.com/watch?v=ZuWqrBaq9xE,The Doors,You're Lost Little Girl,Strange Days,181,MQnN6O,You're Lost Little Girl,The Doors,https://getsongbpm.com/song/you-re-lost-little-girl/MQnN6O,111,4/4,Em,minor,2m,51,63,1.0000,matched
The Doors,Spanish Caravan,824,6zrwCjjUqs0,https://music.youtube.com/watch?v=6zrwCjjUqs0,The Doors,Spanish Caravan,Waiting for the Sun,179,oQWMz3,Spanish Caravan,The Doors,https://getsongbpm.com/song/spanish-caravan/oQWMz3,139,4/4,Em,minor,2m,38,29,1.0000,matched
The Doors,Alabama Song (Whisky Bar),825,nbtEkZIvMAg,https://music.youtube.com/watch?v=nbtEkZIvMAg,The Doors,Alabama Song (Whisky Bar),The Doors,198,ZVJ5vE,Alabama Song (Whisky Bar),The Doors,https://getsongbpm.com/song/alabama-song-whisky-bar/ZVJ5vE,170,4/4,Am,minor,1m,57,55,1.0000,matched
Adele,Rumour Has It,839,C1G3jmtoOfk,https://music.youtube.com/watch?v=C1G3jmtoOfk,Adele,Rumour Has It,21,224,kZWX2E,Rumour Has It,Adele,https://getsongbpm.com/song/rumour-has-it/kZWX2E,117,4/4,Gm,minor,11m,62,64,1.0000,matched
Superheaven,Youngest Daughter,843,r-P1pcayiZk,https://music.youtube.com/watch?v=r-P1pcayiZk,Superheaven,Youngest Daughter,Jar,250,7Lv2qG,Youngest Daughter,Superheaven,https://getsongbpm.com/song/youngest-daughter/7Lv2qG,129,4/4,G♯,major,9d,50,1,1.0000,matched
Tracy Chapman; Luciano Pavarotti; Orchestra Sinfonica Italiana; José Molina,Baby Can I Hold You,844,PfWgfUYSv8s,https://music.youtube.com/watch?v=PfWgfUYSv8s,Tracy Chapman; Luciano Pavarotti; Orchestra Sinfonica Italiana; José Molina,Baby Can I Hold You,Pavarotti & Friends for Cambodia and Tibet,212,VPE4GM,Baby Can I Hold You,Tracy Chapman,https://getsongbpm.com/song/baby-can-i-hold-you/VPE4GM,74,4/4,D,major,3d,70,9,0.9284,matched
Rammstein,Ich tu dir weh,845,6HGwX-nk7tc,https://music.youtube.com/watch?v=6HGwX-nk7tc,Rammstein,Ich tu dir weh,Liebe ist für alle da (Special Edition),302,DRYmE6,Ich tu dir weh,Rammstein,https://getsongbpm.com/song/ich-tu-dir-weh/DRYmE6,82,3/4,Dm,minor,12m,30,1,0.9904,matched
Rammstein,Mein Teil,847,ITcj8mePex0,https://music.youtube.com/watch?v=ITcj8mePex0,Rammstein,Mein Teil,"Reise, Reise",273,WrGWo,Mein Teil,Rammstein,https://getsongbpm.com/song/mein-teil/WrGWo,89,4/4,Dm,minor,12m,47,1,1.0000,matched
Rammstein,Engel,848,jQjdEDWDeQ8,https://music.youtube.com/watch?v=jQjdEDWDeQ8,Rammstein,Engel,Sehnsucht,265,Z6K5w,Engel,Rammstein,https://getsongbpm.com/song/engel/Z6K5w,96,4/4,Dm,minor,12m,64,1,1.0000,matched
Rammstein,Sehnsucht,849,ZXjNjuLOi_k,https://music.youtube.com/watch?v=ZXjNjuLOi_k,Rammstein,Sehnsucht,Sehnsucht,245,YEJ4M,Sehnsucht,Rammstein,https://getsongbpm.com/song/sehnsucht/YEJ4M,144,4/4,E,major,5d,51,1,1.0000,matched
Lucie; Lenka Dusilova,Sen,853,76wVsssLA4E,https://music.youtube.com/watch?v=76wVsssLA4E,Lucie; Lenka Dusilova,Sen,Cerny kocky mokry zaby,297,23DYz,Sen,Lucie,https://getsongbpm.com/song/sen/23DYz,140,3/4,A,major,4d,63,94,1.0000,matched
Marilyn Manson,Tattooed In Reverse,859,Ag0Y8pgwYEM,https://music.youtube.com/watch?v=Ag0Y8pgwYEM,Marilyn Manson,Tattooed In Reverse,Heaven Upside Down,265,w0B1Kw,Tattooed In Reverse,Marilyn Manson,https://getsongbpm.com/song/tattooed-in-reverse/w0B1Kw,68,4/4,D,major,3d,49,1,1.0000,matched
HIM,Gone With The Sin,861,9fr5W0WAFwU,https://music.youtube.com/watch?v=9fr5W0WAFwU,HIM,Gone With The Sin,Razorblade Romance,262,VP4EOo,Gone With the Sin,HIM,https://getsongbpm.com/song/gone-with-the-sin/VP4EOo,91,4/4,Am,minor,1m,60,24,1.0000,matched
HIM,In Joy And Sorrow,862,BiV-t3uZZwc,https://music.youtube.com/watch?v=BiV-t3uZZwc,HIM,In Joy And Sorrow,Deep Shadows And Brilliant Highlights,239,6RNBn,In Joy and Sorrow,HIM,https://getsongbpm.com/song/in-joy-and-sorrow/6RNBn,113,4/4,G,major,2d,50,3,1.0000,matched
Metallica,One,865,tlO3lZhDukU,https://music.youtube.com/watch?v=tlO3lZhDukU,Metallica,One,...And Justice For All,448,nrgZmE,One,Metallica,https://getsongbpm.com/song/one/nrgZmE,108,3/4,Bm,minor,3m,44,1,1.0000,matched
Rammstein,Mutter,870,hzZcc611C2A,https://music.youtube.com/watch?v=hzZcc611C2A,Rammstein,Mutter,Mutter,269,RgVZV,Mutter,Rammstein,https://getsongbpm.com/song/mutter/RgVZV,117,4/4,E,major,5d,47,2,1.0000,matched
Dire Straits,You And Your Friend,876,kox6DUtSdAM,https://music.youtube.com/watch?v=kox6DUtSdAM,Dire Straits,You And Your Friend,On Every Street,358,lYVlyJ,You and Your Friend,Dire Straits,https://getsongbpm.com/song/you-and-your-friend/lYVlyJ,83,4/4,G,major,2d,57,48,1.0000,matched
Queen,Who Wants To Live Forever,877,zaCbInoHK8I,https://music.youtube.com/watch?v=zaCbInoHK8I,Queen,Who Wants To Live Forever,A Kind Of Magic,316,vgJyL,Who Wants to Live Forever,Queen,https://getsongbpm.com/song/who-wants-to-live-forever/vgJyL,92,5/4,Em,minor,2m,14,58,1.0000,matched
Pink Floyd,Keep Talking,878,IQMvqGqsZHg,https://music.youtube.com/watch?v=IQMvqGqsZHg,Pink Floyd,Keep Talking,The Division Bell,371,73G4A,Keep Talking,Pink Floyd,https://getsongbpm.com/song/keep-talking/73G4A,99,4/4,Em,minor,2m,50,19,1.0000,matched
Scorpions,Send Me An Angel,880,K9RKlz1qpQY,https://music.youtube.com/watch?v=K9RKlz1qpQY,Scorpions,Send Me An Angel,Crazy World,274,wj8nr,Send Me an Angel,Scorpions,https://getsongbpm.com/song/send-me-an-angel/wj8nr,107,4/4,D♯m,minor,7m,35,47,1.0000,matched
HIM,Wings of a Butterfly,881,A9-Dsni6slE,https://music.youtube.com/watch?v=A9-Dsni6slE,HIM,Wings of a Butterfly,Dark Light,212,zppjV2,Rip Out the Wings of a Butterfly,HIM,https://getsongbpm.com/song/rip-out-the-wings-of-a-butterfly/zppjV2,131,4/4,A♯m,minor,8m,45,1,0.9304,matched
Ozzy Osbourne,Ordinary Man (feat. Elton John),882,EJeEvRv1xjI,https://music.youtube.com/watch?v=EJeEvRv1xjI,Ozzy Osbourne,Ordinary Man (feat. Elton John),Ordinary Man,302,PjREvA,Ordinary Man (feat. Elton John),Ozzy Osbourne,https://getsongbpm.com/song/ordinary-man-featpoint-elton-john/PjREvA,125,4/4,E,major,5d,43,7,1.0000,matched
Rammstein,Spieluhr,883,bWtYzU40N-M,https://music.youtube.com/watch?v=bWtYzU40N-M,Rammstein,Spieluhr,Mutter,287,VmV4z,Spieluhr,Rammstein,https://getsongbpm.com/song/spieluhr/VmV4z,129,4/4,Dm,minor,12m,65,1,1.0000,matched
Metallica,Welcome Home (Sanitarium),884,ZiIc0HuJ78Q,https://music.youtube.com/watch?v=ZiIc0HuJ78Q,Metallica,Welcome Home (Sanitarium),Master of Puppets,388,qx0ry,Welcome Home (Sanitarium),Metallica,https://getsongbpm.com/song/welcome-home-sanitarium/qx0ry,104,4/4,Em,minor,2m,34,1,1.0000,matched
Chris Isaak,Wicked Game,885,G8Hq9UB8zB8,https://music.youtube.com/watch?v=G8Hq9UB8zB8,Chris Isaak,Wicked Game,Heart Shaped World,290,KrgjJ,Wicked Game,Chris Isaak,https://getsongbpm.com/song/wicked-game/KrgjJ,112,4/4,Bm,minor,3m,67,75,1.0000,matched
Harry Nilsson,Without You,886,gQfeNSl6Xck,https://music.youtube.com/watch?v=gQfeNSl6Xck,Harry Nilsson,Without You,Ultimate 70's Party,199,OM3kN,Without You,Harry Nilsson,https://getsongbpm.com/song/without-you/OM3kN,65,4/4,E,major,5d,45,56,0.9333,matched
Duran Duran,Come Undone,889,5X5KweDhsaI,https://music.youtube.com/watch?v=5X5KweDhsaI,Duran Duran,Come Undone,Duran Duran,257,1rArG,Come Undone,Duran Duran,https://getsongbpm.com/song/come-undone/1rArG,86,4/4,G♯,major,9d,55,5,1.0000,matched
U2,With Or Without You,890,oNvWDP_GkiY,https://music.youtube.com/watch?v=oNvWDP_GkiY,U2,With Or Without You,The Joshua Tree (Super Deluxe),296,5y5lK,With or Without You,U2,https://getsongbpm.com/song/with-or-without-you/5y5lK,112,4/4,D,major,3d,54,1,0.9904,matched
The Beatles,Something (Remastered 2009),892,VWO3nEuWo4k,https://music.youtube.com/watch?v=VWO3nEuWo4k,The Beatles,Something (Remastered 2009),Abbey Road,183,xGQ9lJ,Something,The Beatles,https://getsongbpm.com/song/something/xGQ9lJ,66,4/4,C,major,1d,40,20,0.9304,matched
Rob Zombie,Demon Speeding,895,xKSOqLPp16I,https://music.youtube.com/watch?v=xKSOqLPp16I,Rob Zombie,Demon Speeding,The Sinister Urge,225,XJJOV,Demon Speeding,Rob Zombie,https://getsongbpm.com/song/demon-speeding/XJJOV,134,4/4,G♯m,minor,6m,56,1,1.0000,matched
Immortal,Sons of Northern Darkness,896,QH6i7AkdtFQ,https://music.youtube.com/watch?v=QH6i7AkdtFQ,Immortal,Sons of Northern Darkness,Sons of Northern Darkness,286,3PND4,Sons of Northern Darkness,Immortal,https://getsongbpm.com/song/sons-of-northern-darkness/3PND4,111,4/4,D,major,3d,22,0,1.0000,matched
Paul Stanley,Live To Win,897,vuHS9NI_xwY,https://music.youtube.com/watch?v=vuHS9NI_xwY,Paul Stanley,Live To Win,Live To Win,188,jR6lvl,Live to Win,Paul Stanley,https://getsongbpm.com/song/live-to-win/jR6lvl,127,4/4,Fm,minor,9m,54,2,1.0000,matched
Korn,Got the Life,898,FChMHEfzOLI,https://music.youtube.com/watch?v=FChMHEfzOLI,Korn,Got the Life,Follow The Leader,226,nrBGl,Got the Life,Korn,https://getsongbpm.com/song/got-the-life/nrBGl,123,4/4,Bm,minor,3m,51,1,1.0000,matched
Killswitch Engage,The Arms of Sorrow,899,gX9BwBWGTS8,https://music.youtube.com/watch?v=gX9BwBWGTS8,Killswitch Engage,The Arms of Sorrow,As Daylight Dies (Special Edition),225,lYkLLg,The Arms of Sorrow,Killswitch Engage,https://getsongbpm.com/song/the-arms-of-sorrow/lYkLLg,123,4/4,Fm,minor,9m,50,1,0.9904,matched
Immortal,Tyrants,903,CNjewKOXqf8,https://music.youtube.com/watch?v=CNjewKOXqf8,Immortal,Tyrants,Sons of Northern Darkness,377,4PO0g,Tyrants,Immortal,https://getsongbpm.com/song/tyrants/4PO0g,90,4/4,D,major,3d,39,1,1.0000,matched
Immortal,Beyond the North Waves,904,8JQDONbHBsQ,https://music.youtube.com/watch?v=8JQDONbHBsQ,Immortal,Beyond the North Waves,Sons of Northern Darkness,487,9PWZ8,Beyond the North Waves,Immortal,https://getsongbpm.com/song/beyond-the-north-waves/9PWZ8,126,4/4,G,major,2d,32,1,1.0000,matched
Thy Art Is Murder,The Son of Misery,906,15v38qJPdeY,https://music.youtube.com/watch?v=15v38qJPdeY,Thy Art Is Murder,The Son of Misery,Dear Desolation,259,2852GA,The Son of Misery,Thy Art Is Murder,https://getsongbpm.com/song/the-son-of-misery/2852GA,130,4/4,A,major,4d,47,1,1.0000,matched
Ghost,Per Aspera Ad Inferi,915,j1bxQW4jyro,https://music.youtube.com/watch?v=j1bxQW4jyro,Ghost,Per Aspera Ad Inferi,Infestissumam,250,59mO78,Per Aspera Ad Inferi,Ghost,https://getsongbpm.com/song/per-aspera-ad-inferi/59mO78,128,4/4,D♯m,minor,7m,57,1,1.0000,matched
Ghost,Depth Of Satan's Eyes,924,_8-GtS7PcKg,https://music.youtube.com/watch?v=_8-GtS7PcKg,Ghost,Depth Of Satan's Eyes,Infestissumam,326,jqEoYv,Depth of Satan's Eyes,Ghost,https://getsongbpm.com/song/depth-of-satan-s-eyes/jqEoYv,125,4/4,D,major,3d,56,7,1.0000,matched
Ghost,Year Zero,925,wUu5cAFpDjI,https://music.youtube.com/watch?v=wUu5cAFpDjI,Ghost,Year Zero,Infestissumam,351,9QqV9D,Year Zero,Ghost,https://getsongbpm.com/song/year-zero/9QqV9D,122,4/4,G,major,2d,48,3,1.0000,matched
Rob Zombie,Living Dead Girl,927,MwnY8aLSxqE,https://music.youtube.com/watch?v=MwnY8aLSxqE,Rob Zombie,Living Dead Girl,Hellbilly Deluxe,202,BgVX,Living Dead Girl,Rob Zombie,https://getsongbpm.com/song/living-dead-girl/BgVX,103,4/4,F♯m,minor,4m,52,1,1.0000,matched
The Kovenant,The Perfect End,928,T9UjRsggOGg,https://music.youtube.com/watch?v=T9UjRsggOGg,The Kovenant,The Perfect End,Seti,411,W6XRXQ,The Perfect End,The Kovenant,https://getsongbpm.com/song/the-perfect-end/W6XRXQ,160,4/4,A,major,4d,44,2,1.0000,matched
Ghost,Ritual,929,izi7IfTDSEs,https://music.youtube.com/watch?v=izi7IfTDSEs,Ghost,Ritual,Opus Eponymous,269,lOw1g7,Ritual,Ghost,https://getsongbpm.com/song/ritual/lOw1g7,132,4/4,Cm,minor,10m,68,9,1.0000,matched
My Dad Is Dead,Sometimes I Feel,932,wwpft_uQC8Q,https://music.youtube.com/watch?v=wwpft_uQC8Q,My Dad Is Dead,Sometimes I Feel,A New Clear Route,255,l55Rn1,Sometimes I Feel,My Dad Is Dead,https://getsongbpm.com/song/sometimes-i-feel/l55Rn1,95,4/4,Dm,minor,12m,52,12,1.0000,matched
My Dad Is Dead,Nothing Special,933,YWzkJ1RM8Kk,https://music.youtube.com/watch?v=YWzkJ1RM8Kk,My Dad Is Dead,Nothing Special,Shine(r),287,qYYrKr,Nothing Special,My Dad Is Dead,https://getsongbpm.com/song/nothing-special/qYYrKr,107,4/4,F♯,major,7d,52,1,0.9378,matched
My Dad Is Dead,The Well,934,2GhcH8pwPa0,https://music.youtube.com/watch?v=2GhcH8pwPa0,My Dad Is Dead,The Well,A Divided House,300,L9DX5D,The Well,My Dad Is Dead,https://getsongbpm.com/song/the-well/L9DX5D,142,3/4,C,major,1d,45,6,1.0000,matched
My Dad Is Dead,Novocain,935,QtvZsDrIq_0,https://music.youtube.com/watch?v=QtvZsDrIq_0,My Dad Is Dead,Novocain,A Divided House,356,ERvN6W,Novocain,My Dad Is Dead,https://getsongbpm.com/song/novocain/ERvN6W,82,4/4,D,major,3d,38,1,1.0000,matched
Coal Chamber,Rowboat,941,3-81h8r2_LQ,https://music.youtube.com/watch?v=3-81h8r2_LQ,Coal Chamber,Rowboat,Dark Days,290,oVDoz,Rowboat,Coal Chamber,https://getsongbpm.com/song/rowboat/oVDoz,122,4/4,Fm,minor,9m,50,1,1.0000,matched
Coal Chamber,Shock the Monkey,942,ezrRfEEuQ7A,https://music.youtube.com/watch?v=ezrRfEEuQ7A,Coal Chamber,Shock the Monkey,Chamber Music,223,Pzp0A,Shock the Monkey,Coal Chamber,https://getsongbpm.com/song/shock-the-monkey/Pzp0A,148,4/4,Cm,minor,10m,60,1,1.0000,matched
Korn,Blind,943,x81SMw8qUh0,https://music.youtube.com/watch?v=x81SMw8qUh0,Korn,Blind,Korn,259,R6m6q,Blind,Korn,https://getsongbpm.com/song/blind/R6m6q,92,4/4,D,major,3d,29,1,1.0000,matched
Harry Styles,Sign of the Times,950,oHVVoe2Vj8s,https://music.youtube.com/watch?v=oHVVoe2Vj8s,Harry Styles,Sign of the Times,Harry Styles,341,K8pVMx,Sign of the Times,Harry Styles,https://getsongbpm.com/song/sign-of-the-times/K8pVMx,60,4/4,F,major,12d,52,3,1.0000,matched
Frank Sinatra,It Was A Very Good Year,951,Hei1IN-XXvM,https://music.youtube.com/watch?v=Hei1IN-XXvM,Frank Sinatra,It Was A Very Good Year,September Of My Years,268,GZq4Q,It Was a Very Good Year,Frank Sinatra,https://getsongbpm.com/song/it-was-a-very-good-year/GZq4Q,88,4/4,A♯,major,11d,21,87,1.0000,matched
Mgła,Age of Excuse II,952,RuKR-Q_iuK4,https://music.youtube.com/watch?v=RuKR-Q_iuK4,Mgła,Age of Excuse II,Age of Excuse,418,myrZwp,Age of Excuse II,Mgła,https://getsongbpm.com/song/age-of-excuse-ii/myrZwp,144,4/4,Gm,minor,11m,30,1,1.0000,matched
Rotting Christ,The Raven,953,5JsjLEVEshM,https://music.youtube.com/watch?v=5JsjLEVEshM,Rotting Christ,The Raven,The Heretics,324,MZyLXR,The Raven,Rotting Christ,https://getsongbpm.com/song/the-raven/MZyLXR,104,4/4,D,major,3d,22,1,1.0000,matched
Ghost,He Is,968,X0P6mqN3Qg0,https://music.youtube.com/watch?v=X0P6mqN3Qg0,Ghost,He Is,Meliora,254,zvV16r,He Is,Ghost,https://getsongbpm.com/song/he-is/zvV16r,100,4/4,G,major,2d,50,1,1.0000,matched
Ginuwine,Pony,972,ahLY3U2B_lU,https://music.youtube.com/watch?v=ahLY3U2B_lU,Ginuwine,Pony,,215,PNg4G6,Pony,Ginuwine,https://getsongbpm.com/song/pony/PNg4G6,72,4/4,C♯,major,8d,75,1,1.0000,matched
Ghost,Ghuleh / Zombie Queen,979,mbNkj4qa5ZI,https://music.youtube.com/watch?v=mbNkj4qa5ZI,Ghost,Ghuleh / Zombie Queen,Infestissumam,450,86pR33,Ghuleh / Zombie Queen,Ghost,https://getsongbpm.com/song/ghuleh-zombie-queen/86pR33,157,4/4,Em,minor,2m,33,1,1.0000,matched
Enej,Bilia Topoli,980,6iA8MyGFgkg,https://music.youtube.com/watch?v=6iA8MyGFgkg,Enej,Bilia Topoli,Paparanoja,412,OggPAp,Bilia Topoli,Enej,https://getsongbpm.com/song/bilia-topoli/OggPAp,124,4/4,Am,minor,1m,61,52,1.0000,matched
Rotting Christ,Hallowed Be Thy Name,989,FyANB_pq6oY,https://music.youtube.com/watch?v=FyANB_pq6oY,Rotting Christ,Hallowed Be Thy Name,The Heretics,307,Dqmyx5,Hallowed Be Thy Name,Rotting Christ,https://getsongbpm.com/song/hallowed-be-thy-name/Dqmyx5,112,4/4,B,major,6d,48,1,1.0000,matched
Батюшка,Песнь 3,990,pitt7D8jv-Y,https://music.youtube.com/watch?v=pitt7D8jv-Y,Батюшка,Песнь 3,Панихида,276,Ogm1NL,Песнь 3,Батюшка,https://getsongbpm.com/song/pesn-3/Ogm1NL,,,m,minor,,,,0.9413,matched
Wardruna,Skugge,1002,bCOpgZLAwmE,https://music.youtube.com/watch?v=bCOpgZLAwmE,Wardruna,Skugge,Kvitravn,399,46E9mx,Skugge,Wardruna,https://getsongbpm.com/song/skugge/46E9mx,100,4/4,C,major,1d,23,10,1.0000,matched
Munknörr,Thurisaz,1003,G5KLFdwSNog,https://music.youtube.com/watch?v=G5KLFdwSNog,Munknörr,Thurisaz,Futharuna,238,283pPJ,Thurisaz,Munknörr,https://getsongbpm.com/song/thurisaz/283pPJ,66,4/4,G,major,2d,15,15,1.0000,matched
Estas Tonne,The Song of the Golden Dragon,1005,WtgKTT-G6do,https://music.youtube.com/watch?v=WtgKTT-G6do,Estas Tonne,The Song of the Golden Dragon,Bohemian Skies,346,28k1pM,The Song of the Golden Dragon,Estas Tonne,https://getsongbpm.com/song/the-song-of-the-golden-dragon/28k1pM,89,4/4,Em,minor,2m,24,68,1.0000,matched
Lil Peep; Lil Tracy,witchblades,1006,3UfR5HZaMKU,https://music.youtube.com/watch?v=3UfR5HZaMKU,Lil Peep; Lil Tracy,witchblades,CASTLES II,150,Vv4Yj9,witchblades,LiL PEEP,https://getsongbpm.com/song/witchblades/Vv4Yj9,143,4/4,G♯,major,9d,65,3,0.9406,matched
Rotting Christ,Ze Nigmar,1020,qWluEv5pzyU,https://music.youtube.com/watch?v=qWluEv5pzyU,Rotting Christ,Ze Nigmar,Rituals,284,gpM93D,זה נגמר (Ze Nigmar),Rotting Christ,https://getsongbpm.com/song/ze-nigmar/gpM93D,,,m,minor,,,,0.9304,matched
Rotting Christ,In the Name of God,1021,Qxbqka6bO2Q,https://music.youtube.com/watch?v=Qxbqka6bO2Q,Rotting Christ,In the Name of God,The Heretics,254,z6LWAO,In the Name of God,Rotting Christ,https://getsongbpm.com/song/in-the-name-of-god/z6LWAO,173,3/4,F,major,12d,37,3,1.0000,matched
Burzum,Dunkelheit,1022,-ZENtivAi6I,https://music.youtube.com/watch?v=-ZENtivAi6I,Burzum,Dunkelheit,Filosofem,426,R1NqyY,Dunkelheit,Burzum,https://getsongbpm.com/song/dunkelheit/R1NqyY,54,4/4,Em,minor,2m,30,1,1.0000,matched
Death,Symbolic,1023,ZVtpax8gJGU,https://music.youtube.com/watch?v=ZVtpax8gJGU,Death,Symbolic,Symbolic,393,q2xKp,Symbolic,Death,https://getsongbpm.com/song/symbolic/q2xKp,226,4/4,F♯m,minor,4m,37,1,1.0000,matched
Immortal,One by One,1024,rFMqrVNpw9U,https://music.youtube.com/watch?v=rFMqrVNpw9U,Immortal,One by One,Sons of Northern Darkness,299,2QMBj,One by One,Immortal,https://getsongbpm.com/song/one-by-one/2QMBj,80,4/4,G,major,2d,11,0,1.0000,matched
Urfaust,Behind the Veil of Trance,1025,ZgQAhGwbeiE,https://music.youtube.com/watch?v=ZgQAhGwbeiE,Urfaust,Behind the Veil of Trance,The Constellatory Practice,468,NpgKnz,Behind the Veil of Trance,Urfaust,https://getsongbpm.com/song/behind-the-veil-of-trance/NpgKnz,,,m,minor,,,,1.0000,matched
Andrea Bocelli,Con Te Partirò,1032,vF2crB_RcLc,https://music.youtube.com/watch?v=vF2crB_RcLc,Andrea Bocelli,Con Te Partirò,Bocelli,251,gLlvKG,Con te partirò,Andrea Bocelli,https://getsongbpm.com/song/con-te-partiro/gLlvKG,135,5/4,G,major,2d,25,85,1.0000,matched
Metallica,Nothing Else Matters,1033,pTYIf2pkxzQ,https://music.youtube.com/watch?v=pTYIf2pkxzQ,Metallica,Nothing Else Matters,Metallica,389,pYAZm,Nothing Else Matters,Metallica,https://getsongbpm.com/song/nothing-else-matters/pYAZm,46,3/4,Em,minor,2m,56,6,1.0000,matched
