source_position,video_id,video_url,normalized_artists,normalized_title,original_artists,original_title,album,duration_seconds,key_of,mode,tempo,time_sig,open_key,match_status,match_score,match_reason,metadata_source,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,danceability,acousticness
1134,lTbtPCx1UTE,https://music.youtube.com/watch?v=lTbtPCx1UTE,Valaam Singing Culture Institute Men's Choir,Vo tsarstvii Tvoem (The Beatitudes): The Beatitudes,Valaam Singing Culture Institute Men's Choir,Vo tsarstvii Tvoem (The Beatitudes): The Beatitudes,Russian Eastern,231,,,,,,missing,,not_found,,,,,,,
1135,mpwGhAD2rrQ,https://music.youtube.com/watch?v=mpwGhAD2rrQ,Valaam Singing Culture Institute Men's Choir,"Psalm 136, ""By the waters of Babylon"" (arr. N. Uspensky)",Valaam Singing Culture Institute Men's Choir,"Psalm 136, ""By the waters of Babylon"" (arr. N. Uspensky)",Hymns of Great Lent and Holy Week,302,,,,,,missing,,not_found,,,,,,,
1136,gvHAqjODCcI,https://music.youtube.com/watch?v=gvHAqjODCcI,Chesnokov Op. 24-6,Let My Prayer Arise,VitaliyGR,"Chesnokov Op. 24-6 - ""Let My Prayer Arise""",,326,,,,,,missing,,manual_reject_broader,,,,,,,
1137,Y56UcWkJ1Bk,https://music.youtube.com/watch?v=Y56UcWkJ1Bk,Kabarnos,Agni Parthene (Live Lebanon 2017),Kabarnos,Agni Parthene (Live Lebanon 2017),Agni Parthene (Live Lebanon 2017),268,,,,,,missing,,not_found,,,,,,,
1138,e4iDsbd1fzc,https://music.youtube.com/watch?v=e4iDsbd1fzc,Wardruna,Lyfjaberg,Wardruna,Lyfjaberg,Lyfjaberg,507,,,,,,missing,,not_found,,,,,,,
1139,Nt9gpQsKgEg,https://music.youtube.com/watch?v=Nt9gpQsKgEg,Aethyrien,"Völuspá, Visions of the Prophecy",Aethyrien,"Völuspá, Visions of the Prophecy",Era,294,,,,,,missing,,not_found,,,,,,,
1140,h8T8iby670s,https://music.youtube.com/watch?v=h8T8iby670s,Seraphim Bit-Kharibi,Psalm 53,Seraphim Bit-Kharibi,Psalm 53,Chanting in the Language of Christ,258,,,,,,missing,,manual_reject_broader,,,,,,,
1141,CFzGM3x-vbA,https://music.youtube.com/watch?v=CFzGM3x-vbA,Der Weg Einer Freiheit,Immortal,Der Weg Einer Freiheit,Immortal,Immortal,411,B,minor,157,,,manual_entry,1.0000,,manual,,,,,,
1142,94ByPx0G6fA,https://music.youtube.com/watch?v=94ByPx0G6fA,Seraphim Bit-Kharibi,Psalm 50,Seraphim Bit-Kharibi,Psalm 50,Chanting in the Language of Christ,303,E,major,89,,,manual_entry,1.0000,,manual,,,,,,
1143,AmZMPUQUFNk,https://music.youtube.com/watch?v=AmZMPUQUFNk,Patrick Lenk,Lo Boier,Patrick Lenk,Lo Boier,Lo Boier,527,G,minor,108,,,manual_entry,1.0000,,manual,,,,,,
1145,IBEQN4Ru6es,https://music.youtube.com/watch?v=IBEQN4Ru6es,Rousseau,Liebestraum No. 3 - Love Dream (Liszt),Rousseau,Liebestraum No. 3 - Love Dream (Liszt),Liebestraum No. 3 - Love Dream (Liszt),290,,,,,,missing,,not_found,,,,,,,
1146,0EnsQvXw3u0,https://music.youtube.com/watch?v=0EnsQvXw3u0,Alexandr Misko,Smooth Criminal,Alexandr Misko,Smooth Criminal,Smooth Criminal,175,,,,,,missing,,manual_reject_broader,,,,,,,
1147,yxXdQWcsh8o,https://music.youtube.com/watch?v=yxXdQWcsh8o,РУСЛАНА,Wild Energy,РУСЛАНА,Wild Energy,Wild Energy,243,C#,major,150,4/4,8d,matched,1.0000,,GetSongBPM,Q0BO1L,Wild Energy,Руслана,https://getsongbpm.com/song/wild-energy/Q0BO1L,73,28
1148,-k6Bgm8pqho,https://music.youtube.com/watch?v=-k6Bgm8pqho,РУСЛАНА,Дика енергія,РУСЛАНА,Дика енергія,АМАЗОНКА,302,,,,,,missing,,not_found,,,,,,,
1149,hRFCbEI9j3U,https://music.youtube.com/watch?v=hRFCbEI9j3U,Ruslana,Miy Brat!,Ruslana,Miy Brat!,Miy Brat! (Razom!),220,,,,,,missing,,not_found,,,,,,,
1150,LfXsj2H8i9Y,https://music.youtube.com/watch?v=LfXsj2H8i9Y,Ruslana,Rachmaninov (DJ Small’s Remake),Ruslana,Rachmaninov (DJ Small’s Remake),Miy Brat! (Razom!),202,,,,,,missing,,not_found,,,,,,,
1151,ekG3q8wPaW4,https://music.youtube.com/watch?v=ekG3q8wPaW4,Holy Transfiguration Monastery,Blessed Is the Man,Holy Transfiguration Monastery,Blessed Is the Man,O Give Thanks Unto the Lord,464,D,major,82,,,manual_entry,1.0000,,manual,,,,,,
1152,oQfuvcerLTQ,https://music.youtube.com/watch?v=oQfuvcerLTQ,Alexander,Christ Has Risen,Alexander,Christ Has Risen,Christ Has Risen,93,A,minor,76,,,manual_entry,1.0000,,manual,,,,,,
1153,mLnOpbV4tPU,https://music.youtube.com/watch?v=mLnOpbV4tPU,Lévon Minassian,Siretzi Yares Daran (They Have Taken the One I Love),Lévon Minassian,Siretzi Yares Daran (They Have Taken the One I Love),The Doudouk - Beyond Borders,420,,,,,,missing,,not_found,,,,,,,
1156,fC0OFbhLeqk,https://music.youtube.com/watch?v=fC0OFbhLeqk,Agalloch,Limbs (2016 - Remaster),Agalloch,Limbs (2016 - Remaster),Ashes Against The Grain,592,,,,,,missing,,not_found,,,,,,,
1157,9Ic3vl_Zdsc,https://music.youtube.com/watch?v=9Ic3vl_Zdsc,Shinnobu,The Man,Shinnobu,The Man,The Enigma V (Masterminds),564,F#,minor,95,,,manual_entry,1.0000,,manual,,,,,,
1158,ECYLHiXvrBQ,https://music.youtube.com/watch?v=ECYLHiXvrBQ,Vangelis,Blade Runner Blues,Vangelis,Blade Runner Blues,Blade Runner (Music From The Original Soundtrack),535,D,major,107,,,manual_entry,1.0000,,manual,,,,,,
1159,P-c78Ol5VPk,https://music.youtube.com/watch?v=P-c78Ol5VPk,Funeral Mist,Metamorphosis,Funeral Mist,Metamorphosis,Hekatomb,455,A,major,45,4/4,4d,matched,1.0000,,GetSongBPM,Qk4y39,Metamorphosis,Funeral Mist,https://getsongbpm.com/song/metamorphosis/Qk4y39,13,1
1160,dMhXymfudvA,https://music.youtube.com/watch?v=dMhXymfudvA,niteboi,we should try,niteboi,we should try,we should try,236,,,,,,missing,,not_found,,,,,,,
1161,-9DXT82_25k,https://music.youtube.com/watch?v=-9DXT82_25k,PATRIARKH,IRMOS I,PATRIARKH,IRMOS I,"""RASKOL""",290,,,,,,missing,,not_found,,,,,,,
1162,6rPN7NMzd8Y,https://music.youtube.com/watch?v=6rPN7NMzd8Y,Elton John; Luciano Pavarotti; Orchestra Filarmonica Di Torino; Marco Armiliato,Live Like Horses (Live Finale Version),Elton John; Luciano Pavarotti; Orchestra Filarmonica Di Torino; Marco Armiliato,Live Like Horses (Live Finale Version),Pavarotti & Friends for War Child,300,C#,major,132,,,manual_entry,1.0000,,manual,,,,,,
1163,-WiBhW7re-Y,https://music.youtube.com/watch?v=-WiBhW7re-Y,Іво Бобул,Болить душа,Іво Бобул,Болить душа,Осінній сад,269,,,,,,missing,,not_found,,,,,,,
1164,mHW8VFxPO3M,https://music.youtube.com/watch?v=mHW8VFxPO3M,РуханкоМен,Скоро перемога,РуханкоМен,Скоро перемога,Скоро перемога,186,,,,,,missing,,not_found,,,,,,,
1165,olDS9TONsSM,https://music.youtube.com/watch?v=olDS9TONsSM,Ðóñëàíà,Òè ùå â3äêðèoø î÷3,Ðóñëàíà,Òè ùå â³äêðèºø î÷³,Òè ùå â³äêðèºø î÷³,213,,,,,,missing,,not_found,,,,,,,
1166,5xMzABwELqA,https://music.youtube.com/watch?v=5xMzABwELqA,Alisa Sova,Чорнобривці,Alisa Sova,Чорнобривці,Чорнобривці,187,,,,,,missing,,not_found,,,,,,,
1167,C7kkj5qsayA,https://music.youtube.com/watch?v=C7kkj5qsayA,Kvitka Cisyk,I Will Go to the Distant Hills,Kvitka Cisyk,I Will Go to the Distant Hills,Kvitka Two Colors,379,B,minor,89,,,manual_entry,1.0000,,manual,,,,,,
1168,jVO6sY_CVYc,https://music.youtube.com/watch?v=jVO6sY_CVYc,Батюшка,Песнь 1,Батюшка,Песнь 1,Панихида,249,,minor,,,,matched,0.8717,,GetSongBPM,MZkYL5,Песнь 1 (Молитва),Батюшка,https://getsongbpm.com/song/pesn-1-molitva/MZkYL5,,
1169,QAmvQeyTAOI,https://music.youtube.com/watch?v=QAmvQeyTAOI,Sidewalks and Skeletons,White Light,Sidewalks and Skeletons,White Light,White Light,265,C,major,124,4/4,1d,matched,1.0000,,GetSongBPM,1WgB5q,White Light,Sidewalks and Skeletons,https://getsongbpm.com/song/white-light/1WgB5q,22,1
1170,Fds3Z7TBjlQ,https://music.youtube.com/watch?v=Fds3Z7TBjlQ,Nuages,Closer,Nuages,Closer,Closer,308,F#,minor,89,,,manual_entry,1.0000,,manual,,,,,,
1171,WkCeY4HK1xk,https://music.youtube.com/watch?v=WkCeY4HK1xk,System Of A Down,Streamline,System Of A Down,Streamline,Steal This Album!,218,C,major,130,3/4,1d,matched,1.0000,,GetSongBPM,09RnG,Streamline,System of a Down,https://getsongbpm.com/song/streamline/09RnG,40,1
1176,dPZSApUiQuU,https://music.youtube.com/watch?v=dPZSApUiQuU,The HU,The Great Chinggis Khaan,The HU,The Great Chinggis Khaan,The Gereg (Deluxe Edition),273,G#,major,177,3/4,9d,matched,0.9904,,GetSongBPM,gpRArk,The Great Chinggis Khaan,The HU,https://getsongbpm.com/song/the-great-chinggis-khaan/gpRArk,43,5
1178,vfmvwFL7iaw,https://music.youtube.com/watch?v=vfmvwFL7iaw,Mr.Kitty,Hold Me Down,Mr.Kitty,Hold Me Down,Time,237,D#,major,134,4/4,10d,matched,1.0000,,GetSongBPM,mO5qzr,Hold Me Down,Mr.Kitty,https://getsongbpm.com/song/hold-me-down/mO5qzr,47,1
1179,X5oVGVbbwfI,https://music.youtube.com/watch?v=X5oVGVbbwfI,Batzorig Vaanchig; Auli,Hunnu Guren,Batzorig Vaanchig; Auli,Hunnu Guren,Hunnu Guren,238,,,,,,missing,,not_found,,,,,,,
1180,SJxAX4MDwNU,https://music.youtube.com/watch?v=SJxAX4MDwNU,Ihor Cymbrows'kyj,Przyjdź aniele [FULL ALBUM] 1996,cartografia,Ihor Cymbrows'kyj - Przyjdź aniele [FULL ALBUM] 1996,,3508,,,,,,missing,,not_found,,,,,,,
1181,gSS2IgnnBo8,https://music.youtube.com/watch?v=gSS2IgnnBo8,Johnny Cash,Hurt,Johnny Cash,Hurt,American IV: The Man Comes Around,217,A,minor,92,4/4,1m,matched,1.0000,,GetSongBPM,l7G45,Hurt,Johnny Cash,https://getsongbpm.com/song/hurt/l7G45,55,72
1183,HN7-DmTtNdM,https://music.youtube.com/watch?v=HN7-DmTtNdM,Mgła,Exercises in Futility IV,Mgła,Exercises in Futility IV,Exercises in Futility,286,G,minor,150,4/4,11m,matched,1.0000,,GetSongBPM,XrPBEA,Exercises in Futility IV,Mgła,https://getsongbpm.com/song/exercises-in-futility-iv/XrPBEA,28,1
1184,uRQPpzE1U9s,https://music.youtube.com/watch?v=uRQPpzE1U9s,Mgła,Exercises in Futility I,Mgła,Exercises in Futility I,Exercises in Futility,479,G,major,159,4/4,2d,manual_accept,1.0000,,GetSongBPM,Q6XrwL,Exercises in Futility I,Mgła,https://getsongbpm.com/song/exercises-in-futility-i/Q6XrwL,27,1
1185,Qr4azoVLqL0,https://music.youtube.com/watch?v=Qr4azoVLqL0,Erik Satie,Gnossiennes 1-5 (3 hour loop),ThatClassicalVibe,Erik Satie - Gnossiennes 1-5 (3 hour loop),,11332,,,,,,missing,,not_found,,,,,,,
1186,q_QNLSwMOi4,https://music.youtube.com/watch?v=q_QNLSwMOi4,Mgła,With Hearts Toward None I,Mgła,With Hearts Toward None I,With Hearts Toward None,308,A#,major,180,4/4,11d,manual_accept,1.0000,,GetSongBPM,j8454z,With Hearts Toward None I,Mgła,https://getsongbpm.com/song/with-hearts-toward-none-i/j8454z,11,1
1188,tAy3vB2xCSo,https://music.youtube.com/watch?v=tAy3vB2xCSo,Kvitka Cisyk,Two Colors,Kvitka Cisyk,Two Colors,Kvitka Two Colors,312,A,minor,140,,,manual_entry,1.0000,,manual,,,,,,
1190,7t3a_wk904E,https://music.youtube.com/watch?v=7t3a_wk904E,Stevie T ft. Jim Carrey,You Don't Bring Me Flowers,Steve Terreberry,Stevie T ft. Jim Carrey - You Don't Bring Me Flowers (MUSIC VIDEO),,164,,,,,,missing,,manual_reject_broader,,,,,,,
1193,jwtVa5R8qAE,https://music.youtube.com/watch?v=jwtVa5R8qAE,Kvitka Cisyk,Dearest Mother Of Mine,Kvitka Cisyk,Dearest Mother Of Mine,Kvitka,323,A,minor,141,,,manual_entry,1.0000,,manual,,,,,,
1194,f6Zk4Lx0cJ4,https://music.youtube.com/watch?v=f6Zk4Lx0cJ4,Electro-Light,Symbolism,Electro-Light,Symbolism,Symbolism,294,E,major,170,,,manual_entry,1.0000,,manual,,,,,,
1196,RrCAHoI8N7c,https://music.youtube.com/watch?v=RrCAHoI8N7c,Василь Жданкін,"Думи мої, думи мої",Василь Жданкін,"Думи мої, думи мої","Думи мої, думи мої",260,,,,,,missing,,not_found,,,,,,,
1199,asts8js-GNk,https://music.youtube.com/watch?v=asts8js-GNk,ДахаБраха,Пливе човен,ДахаБраха,Пливе човен,Пливе човен,289,,,,,,missing,,not_found,,,,,,,
1200,nqng93Gpw4A,https://music.youtube.com/watch?v=nqng93Gpw4A,DakhaBrakha,Nad Dunaem,DakhaBrakha,Nad Dunaem,Bitter Harvest (Original Motion Picture Soundtrack),518,,,,,,missing,,not_found,,,,,,,
1201,h7wB8qWdmcA,https://music.youtube.com/watch?v=h7wB8qWdmcA,DakhaBrakha,Baby,DakhaBrakha,Baby,Light,444,G,major,130,4/4,2d,matched,1.0000,,GetSongBPM,r01Qj4,Baby,DakhaBrakha,https://getsongbpm.com/song/baby/r01Qj4,38,58
1202,xSXzw1XiDVw,https://music.youtube.com/watch?v=xSXzw1XiDVw,Jordan Critz,Starry Night,Jordan Critz,Starry Night,Starry Night,299,D,minor,144,,,manual_entry,1.0000,,manual,,,,,,
1204,TwSC-nH_td8,https://music.youtube.com/watch?v=TwSC-nH_td8,All Angels,Barber: Agnus Dei,All Angels,Barber: Agnus Dei,All Angels (EU Version - e-album),385,,,,,,missing,,not_found,,,,,,,
1205,1oTbyENpX58,https://music.youtube.com/watch?v=1oTbyENpX58,Aurora,Hans Zimmer,xNarsil,Aurora - Hans Zimmer,,517,,,,,,missing,,not_found,,,,,,,
1206,fr3QRSw-UN0,https://music.youtube.com/watch?v=fr3QRSw-UN0,Yoshihisa Hirano,Kyrie II,Yoshihisa Hirano,Kyrie Ⅱ,DEATH NOTE Original Soundtrack Ⅱ,141,,,,,,missing,,manual_reject_broader,,,,,,,
1207,s6zv8Oth5GQ,https://music.youtube.com/watch?v=s6zv8Oth5GQ,Чернобривцы,Несе Галя воду,Faraon2400,Чернобривцы - Несе Галя воду,,216,,,,,,missing,,not_found,,,,,,,
1209,Rvb20s1Ozek,https://music.youtube.com/watch?v=Rvb20s1Ozek,Kordhell,Killa,Kordhell,Killa,Beat Tape 2,210,,,,,,missing,,manual_reject_broader,,,,,,,
1210,HtfsDrGEnXk,https://music.youtube.com/watch?v=HtfsDrGEnXk,FindMyName,Hide N Seek,FindMyName,Hide N Seek,Hide N Seek,168,G,major,110,,,manual_entry,1.0000,,manual,,,,,,
1212,bhwEhBRbe4s,https://music.youtube.com/watch?v=bhwEhBRbe4s,KUTE; Kordhell,Dead on Arrival,KUTE; Kordhell,Dead on Arrival,Dead on Arrival,173,C,major,100,,,manual_entry,1.0000,,manual,,,,,,
1213,-My3J4qmlWU,https://music.youtube.com/watch?v=-My3J4qmlWU,KUTE; RAIZHELL,ANUBIS,KUTE; RAIZHELL,ANUBIS,ANUBIS,132,,,,,,missing,,manual_reject_broader,,,,,,,
1215,En7TsomfE5A,https://music.youtube.com/watch?v=En7TsomfE5A,Борис Гмиря,Ніч яка мiсячна,levushka kublanov,Борис Гмыря Нич яка мiсячна,,196,,,,,,missing,,not_found,,,,,,,
1216,RzZHYHO0Pjw,https://music.youtube.com/watch?v=RzZHYHO0Pjw,Володимир Івасюк,Пісня буде поміж нас (Live),Володимир Івасюк,Пісня буде поміж нас (Live),Пісня буде поміж нас (Live),207,,,,,,missing,,not_found,,,,,,,
1217,odnBC05XrnI,https://music.youtube.com/watch?v=odnBC05XrnI,London Festival Orchestra; Henry Adolph; Pyotr Ilyich Tchaikovsky,Ballet Suite from Swan Lake Op. 20: Dance of the Swans,London Festival Orchestra; Henry Adolph; Pyotr Ilyich Tchaikovsky,Ballet Suite from  Swan Lake  Op. 20: Dance of the Swans,Nutcracker * Swan Lake,196,,,,,,missing,,not_found,,,,,,,
1218,TMfCkeobZ4E,https://music.youtube.com/watch?v=TMfCkeobZ4E,Jonas Kaufmann; Prague Philharmonic Orchestra; Marco Armiliato; Giacomo Puccini,"Puccini: Tosca, SC 69 / Act 3: ""E lucevan le stelle",Jonas Kaufmann; Prague Philharmonic Orchestra; Marco Armiliato; Giacomo Puccini,"Puccini: Tosca, SC 69 / Act 3: ""E lucevan le stelle""",Romantic Arias,202,,,,,,missing,,not_found,,,,,,,
1219,b2dhl0xPFLU,https://music.youtube.com/watch?v=b2dhl0xPFLU,Mario Lanza,Na sera 'e maggio (Remastered 1995),Mario Lanza,'Na sera 'e maggio (Remastered 1995),Mario! Lanza At His Best,202,,,,,,missing,,not_found,,,,,,,
1220,V1T5sewxgYk,https://music.youtube.com/watch?v=V1T5sewxgYk,Joe Dassin,L'été indien,Joe Dassin,L'été indien,Taka Takata,271,G,minor,121,4/4,11m,matched,1.0000,,GetSongBPM,pg0R51,L'été indien,Joe Dassin,https://getsongbpm.com/song/l-ete-indien/pg0R51,48,17
1221,H_HNvWkO8T0,https://music.youtube.com/watch?v=H_HNvWkO8T0,Ricchi e Poveri,Sarà perchè ti amo,Ricchi e Poveri,Sarà perchè ti amo,Le 120 piu' belle di sempre,215,E,major,120,4/4,5d,manual_accept,0.9455,,GetSongBPM,oVzVMN,Sarà perché ti amo,Ricchi e Poveri,https://getsongbpm.com/song/sara-perche-ti-amo/oVzVMN,83,9
1222,CtjmTns3ZsA,https://music.youtube.com/watch?v=CtjmTns3ZsA,Al Bano,Ci sarà,Al Bano,Ci sarà,Di rose e di spine,205,D,major,114,4/4,3d,manual_accept,0.9078,,GetSongBPM,gJ3MEY,Ci sarà,Al Bano & Romina Power,https://getsongbpm.com/song/ci-sara/gJ3MEY,48,47
1223,uSDWUx7S8dw,https://music.youtube.com/watch?v=uSDWUx7S8dw,Beach House,Space Song,Beach House,Space Song,Depression Cherry,321,C,minor,73,4/4,10m,matched,1.0000,,GetSongBPM,VAgGwz,Space Song,Beach House,https://getsongbpm.com/song/space-song/VAgGwz,51,22
1224,oalkbgRJAW8,https://music.youtube.com/watch?v=oalkbgRJAW8,Ghostface Playa; fkbambam,KILLKA,Ghostface Playa; fkbambam,KILLKA,FROM THE NORTH,143,,,,,,missing,,not_found,,,,,,,
1225,7Ua_ilBIx9A,https://music.youtube.com/watch?v=7Ua_ilBIx9A,KSLV Noh,Disaster,KSLV Noh,Disaster,Disaster,85,C,major,117,,,manual_entry,1.0000,,manual,,,,,,
1226,7uyX3xMc0Do,https://music.youtube.com/watch?v=7uyX3xMc0Do,Adriano Celentano,Confessa,Adriano Celentano,Confessa,Per Sempre,311,B,minor,119,4/4,3m,matched,1.0000,,GetSongBPM,7Xl3G,Confessa,Adriano Celentano,https://getsongbpm.com/song/confessa/7Xl3G,59,7
1227,5BG6o53cJj0,https://music.youtube.com/watch?v=5BG6o53cJj0,PlayaPhonk,IMMORTAL,PlayaPhonk,IMMORTAL,IMMORTAL,136,G#,major,170,,,manual_entry,1.0000,,manual,,,,,,
1228,w1JjPvLAzRE,https://music.youtube.com/watch?v=w1JjPvLAzRE,Kordhell,MURDER PLOT,Kordhell,MURDER PLOT,MURDER PLOT,127,,,,,,missing,,manual_reject_broader,,,,,,,
1229,cZfb2HU7c9o,https://music.youtube.com/watch?v=cZfb2HU7c9o,Ghostface Playa,I Don't Give a Fuck (feat. Pharmacist),Ghostface Playa,I Don't Give a Fuck (feat. Pharmacist),Cruisin' Down Da Block,122,A#,minor,105,,,manual_entry,1.0000,,manual,,,,,,
1230,UumS0KEZdH0,https://music.youtube.com/watch?v=UumS0KEZdH0,Ariis,Chupki V Krusta Phonk,Ariis,Chupki V Krusta Phonk,Chupki V Krusta Phonk,122,,,,,,missing,,not_found,,,,,,,
1231,sKCYFO1hY_U,https://music.youtube.com/watch?v=sKCYFO1hY_U,Adriano Celentano,IL RAGAZZO DELLA VIA GLUCK,Adriano Celentano,IL RAGAZZO DELLA VIA GLUCK,Adriano Live,290,D,major,109,4/4,3d,manual_accept,0.9480,,GetSongBPM,6xwO7,Il ragazzo della via Gluck,Adriano Celentano,https://getsongbpm.com/song/il-ragazzo-della-via-gluck/6xwO7,55,70
1232,_jz7Csk0fCs,https://music.youtube.com/watch?v=_jz7Csk0fCs,Adriano Celentano,Susanna,Adriano Celentano,Susanna,I Miei Americani (Tre Puntini),288,A,minor,93,4/4,1m,matched,1.0000,,GetSongBPM,gp70XZ,Susanna,Adriano Celentano,https://getsongbpm.com/song/susanna/gp70XZ,66,72
1233,-rkOJfHMmsY,https://music.youtube.com/watch?v=-rkOJfHMmsY,Adriano Celentano,Il Tempo Se Ne Va,Adriano Celentano,Il Tempo Se Ne Va,Collezione D'Oro,231,B,minor,121,4/4,3m,manual_accept,0.9505,,GetSongBPM,2vwE3J,Il tempo se ne va,Adriano Celentano,https://getsongbpm.com/song/il-tempo-se-ne-va/2vwE3J,56,38
1235,-VmaTdnL0ek,https://music.youtube.com/watch?v=-VmaTdnL0ek,Igorrr,Himalaya Massive Ritual,Igorrr,Himalaya Massive Ritual,Spirituality and Distortion,427,,minor,,,,matched,1.0000,,GetSongBPM,jYxvkR,Himalaya Massive Ritual,Igorrr,https://getsongbpm.com/song/himalaya-massive-ritual/jYxvkR,,
1236,2r7rQKe3gt4,https://music.youtube.com/watch?v=2r7rQKe3gt4,Adriano Celentano,Soli,Adriano Celentano,Soli,Unicamentecelentano,249,G,minor,115,4/4,11m,manual_accept,0.9443,,GetSongBPM,N96RNL,Soli,Adriano Celentano,https://getsongbpm.com/song/soli/N96RNL,57,22
1237,3fHkPX7U91g,https://music.youtube.com/watch?v=3fHkPX7U91g,Chris Norman; Suzi Quatro,Stumblin' In,Chris Norman; Suzi Quatro,Stumblin' In,The Montreux Album (New Extended Version),237,G,major,129,,,manual_entry,1.0000,,manual,,,,,,
1239,R5C4shkDVRo,https://music.youtube.com/watch?v=R5C4shkDVRo,Al Bano & Romina Power,Ci sarà,Al Bano & Romina Power,Ci sarà,Romantica,208,D,minor,114,4/4,12m,manual_accept,0.9482,,GetSongBPM,31WDPr,Ci sarà,Al Bano & Romina Power,https://getsongbpm.com/song/ci-sara/31WDPr,48,47
1240,9jdzcUGJvpo,https://music.youtube.com/watch?v=9jdzcUGJvpo,Julio Iglesias,Nostalgie (Nathalie),Julio Iglesias,Nostalgie (Nathalie),Et L' Amour Crea La Femme,237,,,,,,missing,,not_found,,,,,,,
1241,s9keQh_dcnU,https://music.youtube.com/watch?v=s9keQh_dcnU,Al Bano & Romina Power,Libertà,Al Bano & Romina Power,Libertà,Liberta,267,G,minor,186,4/4,11m,matched,1.0000,,GetSongBPM,DkMrPx,Libertà!,Al Bano & Romina Power,https://getsongbpm.com/song/libertaexclamation/DkMrPx,35,42
1243,1SeoYxmpwUs,https://music.youtube.com/watch?v=1SeoYxmpwUs,Albano Carrisi,Ti Amo (Version 2010),Albano Carrisi,Ti Amo (Version 2010),The Great Italian Songbook,227,,,,,,missing,,manual_reject_broader,,,,,,,
1244,hk_OfhPTd28,https://music.youtube.com/watch?v=hk_OfhPTd28,Al Bano,Felicità,Al Bano,Felicità,Di rose e di spine,232,C,major,108,4/4,1d,manual_accept,0.9014,,GetSongBPM,G566YK,Felicità,Al Bano & Romina Power,https://getsongbpm.com/song/felicita/G566YK,73,36
1245,4WJoY2aZuVk,https://music.youtube.com/watch?v=4WJoY2aZuVk,I Monster,Who Is She ?,I Monster,Who Is She ?,Neveroddoreven,214,C#,minor,152,4/4,5m,matched,1.0000,,GetSongBPM,j0AK64,Who Is She ?,I Monster,https://getsongbpm.com/song/who-is-she-question/j0AK64,40,8
1246,rwDUWnOVf0c,https://music.youtube.com/watch?v=rwDUWnOVf0c,Sheryl Crow,Tomorrow Never Dies,Sheryl Crow,Tomorrow Never Dies,Tomorrow Never Dies,292,F,minor,109,,,manual_entry,1.0000,,manual,,,,,,
1247,PF4mPa6MBKw,https://music.youtube.com/watch?v=PF4mPa6MBKw,Mr.Kitty,XIII,Mr.Kitty,XIII,Time,217,B,minor,130,3/4,3m,matched,1.0000,,GetSongBPM,3QN6qx,XIII,Mr.Kitty,https://getsongbpm.com/song/xiii/3QN6qx,48,1
1248,1LGEOYF_b0Y,https://music.youtube.com/watch?v=1LGEOYF_b0Y,Sergio Velesky,MAIAJI MAIAJUUU,Sergio Velesky,MAIAJI MAIAJUUU,,213,,,,,,missing,,not_found,,,,,,,
1249,Nng0aSsq_XE,https://music.youtube.com/watch?v=Nng0aSsq_XE,Radiohead,House Of Cards,Radiohead,House Of Cards,In Rainbows,329,F,major,111,4/4,12d,matched,1.0000,,GetSongBPM,NkgBR8,House of Cards,Radiohead,https://getsongbpm.com/song/house-of-cards/NkgBR8,71,28
1250,7374CZQoS2Y,https://music.youtube.com/watch?v=7374CZQoS2Y,Radiohead,No Surprises,Radiohead,No Surprises,OK Computer OKNOTOK 1997 2017,229,F,major,74,4/4,12d,matched,0.9904,,GetSongBPM,76kmr,No Surprises,Radiohead,https://getsongbpm.com/song/no-surprises/76kmr,26,6
1252,LCQ_1RyoD5Y,https://music.youtube.com/watch?v=LCQ_1RyoD5Y,Lana Del Rey,Lust For Life (feat. The Weeknd),Lana Del Rey,Lust For Life (feat. The Weeknd),Lust For Life,265,C,minor,99,4/4,10m,matched,0.9304,,GetSongBPM,GRj9QL,Lust For Life (with The Weeknd),Lana Del Rey,https://getsongbpm.com/song/lust-for-life-with-the-weeknd/GRj9QL,51,61
1254,mhr4YecSV_Y,https://music.youtube.com/watch?v=mhr4YecSV_Y,Lana Del Rey,Video Games,Lana Del Rey,Video Games,Born To Die - The Paradise Edition (Special Version),282,F#,minor,41,5/4,4m,matched,0.9208,,GetSongBPM,MQ612R,Video Games (remastered),Lana Del Rey,https://getsongbpm.com/song/video-games-remastered/MQ612R,26,82
1255,pOm2JieAuCA,https://music.youtube.com/watch?v=pOm2JieAuCA,Lana Del Rey,Born To Die,Lana Del Rey,Born To Die,Born To Die - The Paradise Edition,286,E,minor,86,4/4,2m,matched,0.9904,,GetSongBPM,JqRQ2v,Born to Die,Lana Del Rey,https://getsongbpm.com/song/born-to-die/JqRQ2v,43,23
1256,EYVDSxpbIWA,https://music.youtube.com/watch?v=EYVDSxpbIWA,Batushka,Yekteniya VII,Batushka,Yekteniya VII,Litourgiya,335,,,,,,missing,,not_found,,,,,,,
1257,8KIRX9K9vH0,https://music.youtube.com/watch?v=8KIRX9K9vH0,паліндром; Юрій Бондарчук,З букетом троянд,паліндром; Юрій Бондарчук,З букетом троянд,З букетом троянд,174,,,,,,missing,,not_found,,,,,,,
