source_position,video_id,video_url,normalized_artists,normalized_title,original_artists,original_title,album,duration_seconds,key_of,mode,tempo,time_sig,open_key,match_status,match_score,match_reason,metadata_source,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,danceability,acousticness
595,Ucmo6hDZRSY,https://music.youtube.com/watch?v=Ucmo6hDZRSY,Laura Branigan,Self Control,Laura Branigan,Self Control,Self Control,247,F#,minor,108,4/4,4m,matched,1.0000,,GetSongBPM,qAo1y,Self Control,Laura Branigan,https://getsongbpm.com/song/self-control/qAo1y,82,22
596,bIIFmhtceDA,https://music.youtube.com/watch?v=bIIFmhtceDA,Korn,Twist,Korn,Twist,Life Is Peachy,50,C#,minor,83,4/4,5m,matched,1.0000,,GetSongBPM,O7gjr,Twist,Korn,https://getsongbpm.com/song/twist/O7gjr,56,40
599,Yndyk2cRjMM,https://music.youtube.com/watch?v=Yndyk2cRjMM,The HU,Black Thunder (Extended),The HU,Black Thunder (Extended),Rumble Of Thunder,540,,,,,,missing,,not_found,,,,,,,
600,FoaNhkH5rr8,https://music.youtube.com/watch?v=FoaNhkH5rr8,The HU,Sad But True,The HU,Sad But True,Sad But True,333,C#,major,178,,,manual_entry,1.0000,,manual,,,,,,
601,jpsUPdNthGY,https://music.youtube.com/watch?v=jpsUPdNthGY,The HU,Wolf Totem,The HU,Wolf Totem,The Gereg (Deluxe Edition),338,G#,major,172,4/4,9d,matched,0.9904,,GetSongBPM,08w51L,Wolf Totem,The HU,https://getsongbpm.com/song/wolf-totem/08w51L,56,9
602,WvpzhQC9ohI,https://music.youtube.com/watch?v=WvpzhQC9ohI,Gennadi Tumat,Sygyt,pansdelight,Gennadi Tumat - Sygyt,,189,F,major,113,4/4,12d,matched,1.0000,,GetSongBPM,Q0k4V9,Sygyt,Gennadi Tumat,https://getsongbpm.com/song/sygyt/Q0k4V9,35,99
606,ucrhTx1hGJQ,https://music.youtube.com/watch?v=ucrhTx1hGJQ,Tame Impala,Breathe Deeper,Tame Impala,Breathe Deeper,The Slow Rush,373,B,minor,104,4/4,3m,matched,1.0000,,GetSongBPM,J8LnJD,Breathe Deeper,Tame Impala,https://getsongbpm.com/song/breathe-deeper/J8LnJD,67,3
607,A_vgC4Rk_3A,https://music.youtube.com/watch?v=A_vgC4Rk_3A,Static-X,Z28,Static-X,Z28,Cult of Static,190,C#,major,154,3/4,8d,manual_accept_broader,0.9760,,GetSongBPM,gLqP0k,Z28,Static‐X,https://getsongbpm.com/song/z28/gLqP0k,54,1
608,eJG-mYkses4,https://music.youtube.com/watch?v=eJG-mYkses4,Static-X,Lunatic,Static-X,Lunatic,Cult of Static,216,A#,minor,103,,,manual_entry,1.0000,,manual,,,,,,
609,fMNgnnjnOsw,https://music.youtube.com/watch?v=fMNgnnjnOsw,Static-X,You Am I,Static-X,You Am I,Cult of Static,180,G,major,197,3/4,2d,manual_accept_broader,0.9760,,GetSongBPM,nrAP17,You Am I,Static‐X,https://getsongbpm.com/song/you-am-i/nrAP17,49,1
610,8qAIHFZnSws,https://music.youtube.com/watch?v=8qAIHFZnSws,Static-X,Skinned,Static-X,Skinned,Cult of Static,214,A#,minor,142,,,manual_entry,1.0000,,manual,,,,,,
612,JD-JOa17Feg,https://music.youtube.com/watch?v=JD-JOa17Feg,Foreigner,Waiting For A Girl Like You (Live),Foreigner,Waiting For A Girl Like You (Live),Renegades & Juke Box Heroes (Live),341,A#,minor,104,,,manual_entry,1.0000,,manual,,,,,,
613,Wq9dXy615jE,https://music.youtube.com/watch?v=Wq9dXy615jE,Nextime; Richmnkey,smoky,Nextime; Richmnkey,smoky,smoky,182,F,minor,160,,,manual_entry,1.0000,,manual,,,,,,
614,uTen4lcHVAo,https://music.youtube.com/watch?v=uTen4lcHVAo,Deftones,Passenger,Deftones,Passenger,White Pony,369,C,major,117,4/4,1d,matched,1.0000,,GetSongBPM,Bg1GW,Passenger,Deftones,https://getsongbpm.com/song/passenger/Bg1GW,35,1
616,5aQxOpqPyD0,https://music.youtube.com/watch?v=5aQxOpqPyD0,Behemoth,"Alas, Lord Is Upon Me",Behemoth,"Alas, Lord Is Upon Me",Evangelion,196,G#,major,130,4/4,9d,matched,1.0000,,GetSongBPM,GZR1kL,"Alas, Lord Is Upon Me",Behemoth,https://getsongbpm.com/song/alas-lord-is-upon-me/GZR1kL,45,1
618,UAbDfKUWHOw,https://music.youtube.com/watch?v=UAbDfKUWHOw,Rotting Christ,Les Litanies De Satan (Fleurs Du Mal),Rotting Christ,Les Litanies De Satan (Fleurs Du Mal),Rituals,236,E,major,177,3/4,5d,manual_accept_broader,0.9654,,GetSongBPM,k2X03K,Les Litanies De Satan (Les Fleurs Du Mal),Rotting Christ,https://getsongbpm.com/song/les-litanies-de-satan-les-fleurs-du-mal/k2X03K,34,1
621,B4yVmBdXwfw,https://music.youtube.com/watch?v=B4yVmBdXwfw,The Romantics,Talking In Your Sleep (2023 Remaster),The Romantics,Talking In Your Sleep (2023 Remaster),In Heat (2023 Remaster),237,A,minor,130,,,manual_entry,1.0000,,manual,,,,,,
622,G-r9R0-YTBo,https://music.youtube.com/watch?v=G-r9R0-YTBo,Adriano Celentano,Amore No,Adriano Celentano,Amore No,Collezione D'Oro,314,F,major,127,4/4,12d,manual_accept,0.9505,,GetSongBPM,RoV7RL,Amore no,Adriano Celentano,https://getsongbpm.com/song/amore-no/RoV7RL,55,16
623,hPXCwmZd9-o,https://music.youtube.com/watch?v=hPXCwmZd9-o,Vaya Con Dios,Nah Neh Nah,Vaya Con Dios,Nah Neh Nah,Night Owls,175,F#,major,111,4/4,7d,matched,1.0000,,GetSongBPM,O7gZp,Nah Neh Nah,Vaya Con Dios,https://getsongbpm.com/song/nah-neh-nah/O7gZp,67,47
624,NfFSl2DUojc,https://music.youtube.com/watch?v=NfFSl2DUojc,Behemoth,O Father O Satan O Sun!,Behemoth,O Father O Satan O Sun!,The Satanist,434,C#,major,83,4/4,8d,matched,1.0000,,GetSongBPM,3QORPp,O Father O Satan O Sun!,Behemoth,https://getsongbpm.com/song/o-father-o-satan-o-sunexclamation/3QORPp,16,1
625,U2qfOmKrQns,https://music.youtube.com/watch?v=U2qfOmKrQns,M8L8TH,Мужество Ведет На Небеса,Bálint88,M8L8TH - Мужество Ведет На Небеса,,328,A#,minor,130,4/4,8m,manual_accept_broader,0.7600,,GetSongBPM,NLBDjK,Мужество ведёт на небеса,М8Л8ТХ,https://getsongbpm.com/song/muzhestvo-vedet-na-nebesa/NLBDjK,76,43
626,wmSkU6R9Zi8,https://music.youtube.com/watch?v=wmSkU6R9Zi8,Daft Punk; Panda Bear,Doin' it Right (feat. Panda Bear),Daft Punk; Panda Bear,Doin' it Right (feat. Panda Bear),Random Access Memories,252,F#,major,178,4/4,7d,matched,1.0000,,GetSongBPM,L8NZ0j,Doin' It Right,Daft Punk,https://getsongbpm.com/song/doin-it-right/L8NZ0j,81,39
627,_RpUxaEI8H8,https://music.youtube.com/watch?v=_RpUxaEI8H8,Rotting Christ,"Like Father, Like Son",Rotting Christ,"Like Father, Like Son","Like Father, Like Son",276,A,major,133,,,manual_entry,1.0000,,manual,,,,,,
628,_C9rRLDimfQ,https://music.youtube.com/watch?v=_C9rRLDimfQ,Yot Club,YKWIM?,Yot Club,YKWIM?,Bipolar,213,,,,,,missing,,not_found,,,,,,,
629,BcoPKWzLjrE,https://music.youtube.com/watch?v=BcoPKWzLjrE,Ratatat,Loud Pipes,Ratatat,Loud Pipes,Classics,227,G,minor,87,4/4,11m,matched,1.0000,,GetSongBPM,qx69gy,Loud Pipes,Ratatat,https://getsongbpm.com/song/loud-pipes/qx69gy,72,11
630,WBOh416nMR0,https://music.youtube.com/watch?v=WBOh416nMR0,Thy Art Is Murder,Keres,Thy Art Is Murder,Keres,Keres,217,B,minor,103,,,manual_entry,1.0000,,manual,,,,,,
632,mvwysPNdthM,https://music.youtube.com/watch?v=mvwysPNdthM,Enya,May It Be,Enya,May It Be,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),258,A,major,59,,,manual_entry,1.0000,,manual,,,,,,
633,64dNZCSAe3o,https://music.youtube.com/watch?v=64dNZCSAe3o,Tears For Fears,Everybody Wants To Rule The World,Tears For Fears,Everybody Wants To Rule The World,Classic 80's,252,D,major,112,4/4,3d,matched,0.9355,,GetSongBPM,rXL8L,Everybody Wants to Rule the World,Tears for Fears,https://getsongbpm.com/song/everybody-wants-to-rule-the-world/rXL8L,64,38
634,Zp1NTxsPJZc,https://music.youtube.com/watch?v=Zp1NTxsPJZc,Freddie Mercury; Montserrat Caballé,How Can I Go On (Single Version),Freddie Mercury; Montserrat Caballé,How Can I Go On (Single Version),Messenger Of The Gods: The Singles Collection,243,G,major,82,4/4,2d,matched,0.8646,,GetSongBPM,l8YKg,How Can I Go On,Freddie Mercury,https://getsongbpm.com/song/how-can-i-go-on/l8YKg,40,50
635,1E5zQcZzJpE,https://music.youtube.com/watch?v=1E5zQcZzJpE,Supertramp,The Logical Song,Supertramp,The Logical Song,Retrospectacle - The Supertramp Anthology,249,C,minor,119,4/4,10m,matched,0.9404,,GetSongBPM,JZ56g,The Logical Song,Supertramp,https://getsongbpm.com/song/the-logical-song/JZ56g,63,52
636,zqBCGmqgbHU,https://music.youtube.com/watch?v=zqBCGmqgbHU,The Hollies,Long Cool Woman (In a Black Dress) (1999 Remaster),The Hollies,Long Cool Woman (In a Black Dress) (1999 Remaster),Distant Light (Expanded Edition),200,A,major,136,4/4,4d,manual_accept_broader,0.9232,,GetSongBPM,lNqwl,Long Cool Woman In A Black Dress,The Hollies,https://getsongbpm.com/song/long-cool-woman-in-a-black-dress/lNqwl,76,42
638,FhgFtXESdPk,https://music.youtube.com/watch?v=FhgFtXESdPk,Fleetwood Mac,The Chain (2004 Remaster),Fleetwood Mac,The Chain (2004 Remaster),Rumours,270,A,major,152,,,manual_entry,1.0000,,manual,,,,,,
639,Jb6gcoR266U,https://music.youtube.com/watch?v=Jb6gcoR266U,Daft Punk,Around the World,Daft Punk,Around the World,Homework,430,G,major,122,4/4,2d,matched,1.0000,,GetSongBPM,j2PvW,Around the World,Daft Punk,https://getsongbpm.com/song/around-the-world/j2PvW,96,1
640,tEeK40cjmkw,https://music.youtube.com/watch?v=tEeK40cjmkw,The Weeknd,Save Your Tears,The Weeknd,Save Your Tears,After Hours,216,C,major,117,4/4,1d,matched,1.0000,,GetSongBPM,79jOOj,Save Your Tears,The Weeknd,https://getsongbpm.com/song/save-your-tears/79jOOj,68,3
641,4D7u5KF7SP8,https://music.youtube.com/watch?v=4D7u5KF7SP8,Daft Punk; Pharrell Williams; Nile Rodgers,Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk; Pharrell Williams; Nile Rodgers,Get Lucky (feat. Pharrell Williams and Nile Rodgers),Random Access Memories,370,F#,minor,116,4/4,4m,matched,1.0000,,GetSongBPM,E9Dq14,Get Lucky,Daft Punk,https://getsongbpm.com/song/get-lucky/E9Dq14,80,5
643,9tFtRpqWBjY,https://music.youtube.com/watch?v=9tFtRpqWBjY,Urfaust,Bloedsacrament Voor De Geestenzieners,Urfaust,Bloedsacrament Voor De Geestenzieners,Teufelsgeist,479,,,,,,missing,,not_found,,,,,,,
644,rhBmF0JLA-A,https://music.youtube.com/watch?v=rhBmF0JLA-A,Urfaust,Scrabreusheden Uit Het Tuchtarsenaal,Urfaust,Scrabreusheden Uit Het Tuchtarsenaal,Compilation Of Intoxications,567,,,,,,missing,,not_found,,,,,,,
645,DgqaSX9hTxY,https://music.youtube.com/watch?v=DgqaSX9hTxY,Urfaust,Die Erste Levitation,Urfaust,Die Erste Levitation,Compilation Of Intoxications,308,,,,,,missing,,not_found,,,,,,,
646,p9Wayr74KTE,https://music.youtube.com/watch?v=p9Wayr74KTE,Urfaust,Zelfkastijder,Urfaust,Zelfkastijder,Compilation Of Intoxications,364,,,,,,missing,,not_found,,,,,,,
647,9fNrJMkTWEE,https://music.youtube.com/watch?v=9fNrJMkTWEE,Kansas,Dust in the Wind,Kansas,Dust in the Wind,Point Of Know Return (Expanded Edition),207,G,major,186,4/4,2d,matched,0.9904,,GetSongBPM,L8vyw,Dust in the Wind,Kansas,https://getsongbpm.com/song/dust-in-the-wind/L8vyw,48,37
649,8ONDA_KtQO0,https://music.youtube.com/watch?v=8ONDA_KtQO0,Urfaust,Verderber,Urfaust,Verderber,IX: Einsiedler,411,A,minor,95,,,manual_entry,1.0000,,manual,,,,,,
652,aBhrEv5Z7uc,https://music.youtube.com/watch?v=aBhrEv5Z7uc,Home,Resonance,Home,Resonance,Odyssey,213,G#,major,170,5/4,9d,matched,1.0000,,GetSongBPM,GRW2ny,Resonance,HOME,https://getsongbpm.com/song/resonance/GRW2ny,57,4
653,q5go1dovoeM,https://music.youtube.com/watch?v=q5go1dovoeM,The Drums,Money,The Drums,Money,Portamento,234,E,minor,103,4/4,2m,matched,1.0000,,GetSongBPM,66kroO,Money,The Drums,https://getsongbpm.com/song/money/66kroO,61,22
655,e7U1YZNgwnY,https://music.youtube.com/watch?v=e7U1YZNgwnY,Billy Idol,Eyes Without A Face,Billy Idol,Eyes Without A Face,Rebel Yell,300,G#,minor,84,4/4,6m,matched,1.0000,,GetSongBPM,mEoR3,Eyes Without a Face,Billy Idol,https://getsongbpm.com/song/eyes-without-a-face/mEoR3,40,2
656,Yl7ArRaHUQw,https://music.youtube.com/watch?v=Yl7ArRaHUQw,Macintosh Plus,海底,GhostWaveMusic,Macintosh Plus - 海底,,140,,,,,,missing,,not_found,,,,,,,
657,MFlP75lMg_0,https://music.youtube.com/watch?v=MFlP75lMg_0,lost corp.,Eyes Without A Face,lost corp.,Eyes Without A Face,Sailing Away,382,C#,major,108,,,manual_entry,1.0000,,manual,,,,,,
658,3Lhe4uYEW2g,https://music.youtube.com/watch?v=3Lhe4uYEW2g,Wolfheart,Born from Fire,Wolfheart,Born from Fire,Wolves of Karelia,313,D,major,89,4/4,3d,matched,1.0000,,GetSongBPM,NON1Vm,Born from Fire,Wolfheart,https://getsongbpm.com/song/born-from-fire/NON1Vm,18,1
659,DyMY2jbeLEI,https://music.youtube.com/watch?v=DyMY2jbeLEI,Roadman Shaq,Feel Ting Inc.,Reking Bear,Roadman Shaq - Feel Ting Inc.,,210,,,,,,missing,,not_found,,,,,,,
660,mllzzUjMezU,https://music.youtube.com/watch?v=mllzzUjMezU,Bag Raiders,Shooting Stars,Bag Raiders,Shooting Stars,Bag Raiders (Deluxe),236,G#,minor,123,4/4,6m,matched,0.9904,,GetSongBPM,VmMD91,Shooting Stars,Bag Raiders,https://getsongbpm.com/song/shooting-stars/VmMD91,64,10
661,Ww1WMaeIJks,https://music.youtube.com/watch?v=Ww1WMaeIJks,Junior Jack,E Samba,Junior Jack,E Samba,Trust It,397,G,major,124,4/4,2d,matched,1.0000,,GetSongBPM,w8GAX,E Samba,Junior Jack,https://getsongbpm.com/song/e-samba/w8GAX,64,1
662,seHlHzYpWBU,https://music.youtube.com/watch?v=seHlHzYpWBU,Billy Idol,Rebel Yell,Billy Idol,Rebel Yell,Rebel Yell,289,B,minor,166,4/4,3m,matched,1.0000,,GetSongBPM,komQv,Rebel Yell,Billy Idol,https://getsongbpm.com/song/rebel-yell/komQv,53,1
667,Hf244LCkkLc,https://music.youtube.com/watch?v=Hf244LCkkLc,Stardust,Music Sounds Better With You,Stardust,Music Sounds Better With You,Music Sounds Better With You,404,,,,,,missing,,manual_reject_broader,,,,,,,
668,Riyytm8_5TE,https://music.youtube.com/watch?v=Riyytm8_5TE,Vales,Warm The Room,Vales,Warm The Room,Warm The Room EP,199,,,,,,missing,,not_found,,,,,,,
669,MR3uP7IYz44,https://music.youtube.com/watch?v=MR3uP7IYz44,Modjo,Lady (Hear Me Tonight),Modjo,Lady (Hear Me Tonight),Modjo,308,A#,minor,126,4/4,8m,matched,1.0000,,GetSongBPM,G6vJ98,Lady (Hear Me Tonight),Modjo,https://getsongbpm.com/song/lady-hear-me-tonight/G6vJ98,74,1
670,DAf9q0mGhr0,https://music.youtube.com/watch?v=DAf9q0mGhr0,Paleface Swiss,Nail To The Tooth,Paleface Swiss,Nail To The Tooth,Fear & Dagger,220,,,,,,missing,,not_found,,,,,,,
671,8kXNJWalO14,https://music.youtube.com/watch?v=8kXNJWalO14,Beach Weather,"Sex, Drugs, Etc.",Beach Weather,"Sex, Drugs, Etc.",Chit Chat,197,,,,,,missing,,not_found,,,,,,,
672,9qnqYL0eNNI,https://music.youtube.com/watch?v=9qnqYL0eNNI,Coldplay,Yellow,Coldplay,Yellow,Parachutes,267,B,major,86,4/4,6d,matched,1.0000,,GetSongBPM,E9o7OK,Yellow,Coldplay,https://getsongbpm.com/song/yellow/E9o7OK,43,1
673,3N6YbsRxTf8,https://music.youtube.com/watch?v=3N6YbsRxTf8,Korn,Rotting In Vain,Korn,Rotting In Vain,The Serenity of Suffering,213,A,major,106,4/4,4d,matched,1.0000,,GetSongBPM,A6z2Y3,Rotting in Vain,Korn,https://getsongbpm.com/song/rotting-in-vain/A6z2Y3,47,1
674,oUC5fwFBoMk,https://music.youtube.com/watch?v=oUC5fwFBoMk,Rotting Christ,Threnody,Rotting Christ,Threnody,Theogonia,319,G,major,91,4/4,2d,matched,1.0000,,GetSongBPM,mZ6mMp,Threnody,Rotting Christ,https://getsongbpm.com/song/threnody/mZ6mMp,40,1
675,L6nGeCAIIuk,https://music.youtube.com/watch?v=L6nGeCAIIuk,Infant Annihilator,Neutered in Utero,Infant Annihilator,Neutered in Utero,The Elysian Grandeval Galèriarch,287,B,minor,117,4/4,3m,matched,1.0000,,GetSongBPM,qQqWny,Neutered in Utero,Infant Annihilator,https://getsongbpm.com/song/neutered-in-utero/qQqWny,28,1
677,TeDfgUvyKHk,https://music.youtube.com/watch?v=TeDfgUvyKHk,Frank Sinatra,It Was A Very Good Year (2008 Remastered),Frank Sinatra,It Was A Very Good Year (2008 Remastered),Nothing But The Best (2008 Remastered),267,G,minor,129,,,manual_entry,1.0000,,manual,,,,,,
678,AQzHFSYswr0,https://music.youtube.com/watch?v=AQzHFSYswr0,Silent Rhythm,Space Ambient Sleep Music,Silent Rhythm,Space Ambient Sleep Music,Space Ambient Sleep Music,1801,,,,,,missing,,not_found,,,,,,,
679,gGE0PJ0OHrQ,https://music.youtube.com/watch?v=gGE0PJ0OHrQ,Meshuggah,Behind the Sun,Meshuggah,Behind the Sun,Koloss,375,F,minor,96,4/4,9m,matched,1.0000,,GetSongBPM,Xo7vM5,Behind the Sun,Meshuggah,https://getsongbpm.com/song/behind-the-sun/Xo7vM5,18,1
680,rmiTpFO-Vis,https://music.youtube.com/watch?v=rmiTpFO-Vis,Infant Annihilator,Flayed and Consumed (feat. Lucas Mann),Infant Annihilator,Flayed and Consumed (feat. Lucas Mann),The Palpable Leprosy of Pollution,173,B,major,120,4/4,6d,matched,1.0000,,GetSongBPM,5922Xq,Flayed and Consumed,Infant Annihilator,https://getsongbpm.com/song/flayed-and-consumed/5922Xq,29,1
681,ggusizL531I,https://music.youtube.com/watch?v=ggusizL531I,Artie Shaw & His Orchestra,Stardust,Artie Shaw & His Orchestra,Stardust,Begin The Beguine,215,,,,,,missing,,manual_reject_broader,,,,,,,
682,X3r7GD0R56s,https://music.youtube.com/watch?v=X3r7GD0R56s,Frank Sinatra,My Way Of Life,Frank Sinatra,My Way Of Life,Cycles,188,A#,minor,88,4/4,8m,matched,1.0000,,GetSongBPM,APjomO,My Way of Life,Frank Sinatra,https://getsongbpm.com/song/my-way-of-life/APjomO,30,50
683,o0WWaA3oFa4,https://music.youtube.com/watch?v=o0WWaA3oFa4,Engelbert Humperdinck,A Man Without Love,Engelbert Humperdinck,A Man Without Love,A Man Without Love,204,D,major,111,4/4,3d,matched,1.0000,,GetSongBPM,9QBlwY,A Man Without Love,Engelbert Humperdinck,https://getsongbpm.com/song/a-man-without-love/9QBlwY,54,64
684,eJ4i-QbXG54,https://music.youtube.com/watch?v=eJ4i-QbXG54,Ben E. King,Stand By Me,Ben E. King,Stand By Me,The Very Best of Ben E. King,175,A,major,116,4/4,4d,matched,0.9467,,GetSongBPM,QW5qY7,Stand by Me,Ben E. King,https://getsongbpm.com/song/stand-by-me/QW5qY7,65,57
685,dthgRdTf0Ds,https://music.youtube.com/watch?v=dthgRdTf0Ds,Frank Sinatra,The World We Knew (Over And Over),Frank Sinatra,The World We Knew (Over And Over),The World We Knew,168,A#,minor,93,3/4,8m,matched,1.0000,,GetSongBPM,n5VL2E,The World We Knew (Over and Over),Frank Sinatra,https://getsongbpm.com/song/the-world-we-knew-over-and-over/n5VL2E,29,78
686,KkR6Jd0Agi4,https://music.youtube.com/watch?v=KkR6Jd0Agi4,Julee Cruise,Falling,Julee Cruise,Falling,Soundtrack From Twin Peaks,322,F,major,72,4/4,12d,matched,0.9378,,GetSongBPM,D1ADy,Falling,Julee Cruise,https://getsongbpm.com/song/falling/D1ADy,20,90
687,KAsdhAwQefk,https://music.youtube.com/watch?v=KAsdhAwQefk,Mudvayne,Skrying,Mudvayne,Skrying,The End Of All Things To Come,338,G#,major,94,4/4,9d,matched,1.0000,,GetSongBPM,LJKw4,Skrying,Mudvayne,https://getsongbpm.com/song/skrying/LJKw4,36,1
689,8SkYNUMGnRA,https://music.youtube.com/watch?v=8SkYNUMGnRA,Mythos,Brazil,Mythos,Brazil,Mythos,258,D#,major,136,4/4,10d,manual_accept,1.0000,,GetSongBPM,ovXPk,Brazil,Mythos,https://getsongbpm.com/song/brazil/ovXPk,54,6
690,wtF58gte6Zo,https://music.youtube.com/watch?v=wtF58gte6Zo,HIM,For You,HIM,For You,Greatest Love Songs Vol. 666,239,E,minor,200,4/4,2m,matched,0.9985,,GetSongBPM,ARBxB,For You,HIM,https://getsongbpm.com/song/for-you/ARBxB,19,2
691,60ZFYYqIzIQ,https://music.youtube.com/watch?v=60ZFYYqIzIQ,Rammstein,Ohne dich,Rammstein,Ohne dich,"Reise, Reise",272,D,minor,136,4/4,12m,matched,1.0000,,GetSongBPM,5kDAX,Ohne dich,Rammstein,https://getsongbpm.com/song/ohne-dich/5kDAX,41,1
693,hzRltUL5M3k,https://music.youtube.com/watch?v=hzRltUL5M3k,Deftones,Change (In the House of Flies),Deftones,Change (In the House of Flies),White Pony,300,G,minor,70,4/4,11m,matched,1.0000,,GetSongBPM,DRwK5,Change (In the House of Flies),Deftones,https://getsongbpm.com/song/change-in-the-house-of-flies/DRwK5,27,1
694,fhnfcHSPrfw,https://music.youtube.com/watch?v=fhnfcHSPrfw,Bon Jovi,I'll Be There For You,Bon Jovi,I'll Be There For You,New Jersey,347,D,major,73,4/4,3d,matched,1.0000,,GetSongBPM,xGmBl,I'll Be There for You,Bon Jovi,https://getsongbpm.com/song/i-ll-be-there-for-you/xGmBl,44,6
695,2wf-MNzSbpA,https://music.youtube.com/watch?v=2wf-MNzSbpA,Cutting Crew,(I Just) Died In Your Arms,Cutting Crew,(I Just) Died In Your Arms,Broadcast,281,B,minor,123,4/4,3m,matched,1.0000,,GetSongBPM,pRBgN,(I Just) Died in Your Arms,Cutting Crew,https://getsongbpm.com/song/i-just-died-in-your-arms/pRBgN,64,2
699,aMHhkiPPnXE,https://music.youtube.com/watch?v=aMHhkiPPnXE,HIM,Wicked game,HIM,Wicked game,Razorblade Romance,245,A,major,117,4/4,4d,matched,0.9382,,GetSongBPM,qgO93,Wicked Game,HIM,https://getsongbpm.com/song/wicked-game/qgO93,52,1
701,_7XHQ09C_6I,https://music.youtube.com/watch?v=_7XHQ09C_6I,Meshuggah,The Abysmal Eye,Meshuggah,The Abysmal Eye,Immutable,296,,,,,,missing,,not_found,,,,,,,
704,YkLLcIKhJ64,https://music.youtube.com/watch?v=YkLLcIKhJ64,ABBA,Dancing Queen,ABBA,Dancing Queen,Arrival,231,A,major,99,4/4,4d,matched,1.0000,,GetSongBPM,RoGw0E,Dancing Queen,ABBA,https://getsongbpm.com/song/dancing-queen/RoGw0E,54,39
705,SdOFadTTV_8,https://music.youtube.com/watch?v=SdOFadTTV_8,Foreigner,Cold as Ice (2008 Remaster),Foreigner,Cold as Ice (2008 Remaster),No End in Sight: The Very Best of Foreigner,201,D#,minor,131,,,manual_entry,1.0000,,manual,,,,,,
706,6_uYSLZizy0,https://music.youtube.com/watch?v=6_uYSLZizy0,Aerosmith,"I Don't Want To Miss A Thing (From ""Armageddon"" Soundtrack)",Aerosmith,"I Don't Want To Miss A Thing (From ""Armageddon"" Soundtrack)",I Don't Want To Miss A Thing,300,D,major,121,,,manual_entry,1.0000,,manual,,,,,,
709,oZHJP14BVRs,https://music.youtube.com/watch?v=oZHJP14BVRs,Journey,Don't Stop Believin,Journey,Don't Stop Believin',BBQ Classics,250,E,major,119,4/4,5d,matched,1.0000,,GetSongBPM,J8Bryl,Don't Stop Believin',Journey,https://getsongbpm.com/song/don-t-stop-believin/J8Bryl,50,25
710,a0T4nyB9k88,https://music.youtube.com/watch?v=a0T4nyB9k88,Foreigner,Cold as Ice,Foreigner,Cold as Ice,Foreigner (Expanded),204,D#,minor,129,4/4,7m,matched,0.9904,,GetSongBPM,j2wJW,Cold as Ice,Foreigner,https://getsongbpm.com/song/cold-as-ice/j2wJW,52,10
711,ldpeB6yD6r0,https://music.youtube.com/watch?v=ldpeB6yD6r0,Ghost,The Future Is A Foreign Land,Ghost,The Future Is A Foreign Land,Rite Here Rite Now (Original Motion Picture Soundtrack),226,G,minor,124,,,manual_entry,1.0000,,manual,,,,,,
714,g_HTpeC2tW4,https://music.youtube.com/watch?v=g_HTpeC2tW4,Infant Annihilator,"Baptised, Bastardised, Sodomised.",Infant Annihilator,"Baptised, Bastardised, Sodomised.",The Elysian Grandeval Galèriarch,264,,,,,,missing,,not_found,,,,,,,
719,BfDaJREgrw0,https://music.youtube.com/watch?v=BfDaJREgrw0,Gojira,Oroborus,Gojira,Oroborus,The Way of All Flesh,322,G,minor,136,4/4,11m,matched,1.0000,,GetSongBPM,n5Lq8D,Oroborus,Gojira,https://getsongbpm.com/song/oroborus/n5Lq8D,40,1
720,pqrUQrAcfo4,https://music.youtube.com/watch?v=pqrUQrAcfo4,Arctic Monkeys,Do I Wanna Know?,Arctic Monkeys,Do I Wanna Know?,AM,273,G,minor,86,4/4,11m,matched,1.0000,,GetSongBPM,yolxzE,Do I Wanna Know?,Arctic Monkeys,https://getsongbpm.com/song/do-i-wanna-knowquestion/yolxzE,55,19
724,0X0EsVa7YvY,https://music.youtube.com/watch?v=0X0EsVa7YvY,Genesis,That's All (2007 Remaster),Genesis,That's All (2007 Remaster),Genesis (2007 Remaster),265,E,minor,175,,,manual_entry,1.0000,,manual,,,,,,
725,Lc1Ll-euRSg,https://music.youtube.com/watch?v=Lc1Ll-euRSg,Men At Work,Who Can It Be Now?,Men At Work,Who Can It Be Now?,Business As Usual,202,C#,minor,129,4/4,5m,matched,1.0000,,GetSongBPM,WP13n,Who Can It Be Now?,Men at Work,https://getsongbpm.com/song/who-can-it-be-nowquestion/WP13n,81,5
726,YoBuNm8vdEs,https://music.youtube.com/watch?v=YoBuNm8vdEs,Static-X,Behemoth,Static-X,Behemoth,Cannibal,181,A#,minor,124,4/4,8m,manual_accept_broader,0.9760,,GetSongBPM,OYR90L,Behemoth,Static‐X,https://getsongbpm.com/song/behemoth/OYR90L,66,1
730,tzwXFGssmzo,https://music.youtube.com/watch?v=tzwXFGssmzo,Foster the People,Pumped Up Kicks But It's the Drake and Josh Theme Song,William Maranci Mashups,Foster the People - Pumped Up Kicks But It's the Drake and Josh Theme Song,,183,,,,,,missing,,manual_reject_broader,,,,,,,
